"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"167","com.ly.doc.model.postman.request.header","src/main/java/com/ly/doc/model/postman/request/header/HeaderBean.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"168","com.ly.doc.model.postman.request.header","src/main/java/com/ly/doc/model/postman/request/header/HeaderBean.java","3","28","DataClass: The class 'HeaderBean' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=12, WMC=13)","Design","DataClass"
"169","com.ly.doc.model.request","src/main/java/com/ly/doc/model/request/ApiRequestExample.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"170","com.ly.doc.model.request","src/main/java/com/ly/doc/model/request/CurlRequest.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"171","com.ly.doc.model.request","src/main/java/com/ly/doc/model/request/JaxrsPathMapping.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"172","com.ly.doc.model.request","src/main/java/com/ly/doc/model/request/RequestMapping.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"173","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiAllData.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"174","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiAllData.java","3","32","DataClass: The class 'RpcApiAllData' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=16, WMC=16)","Design","DataClass"
"175","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiDependency.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"176","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiDoc.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"177","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiDoc.java","3","31","DataClass: The class 'RpcApiDoc' is suspected to be a Data Class (WOC=4.000%, NOPA=2, NOAM=24, WMC=26)","Design","DataClass"
"178","com.ly.doc.model.rpc","src/main/java/com/ly/doc/model/rpc/RpcApiMethodRpc.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"179","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/Apis.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"180","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/CommonErrorCode.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"181","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/CommonErrorCode.java","3","26","DataClass: The class 'CommonErrorCode' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=6)","Design","DataClass"
"182","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/DebugEnv.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"183","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/DebugEnv.java","3","26","DataClass: The class 'DebugEnv' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=4, WMC=4)","Design","DataClass"
"184","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/DubboInfo.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"185","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/EnumInfo.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"186","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/EnumInfo.java","3","28","DataClass: The class 'EnumInfo' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=6)","Design","DataClass"
"187","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/HttpParam.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"188","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/HttpParam.java","3","28","DataClass: The class 'HttpParam' is suspected to be a Data Class (WOC=10.000%, NOPA=0, NOAM=27, WMC=30)","Design","DataClass"
"189","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/Item.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"190","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/Item.java","3","26","DataClass: The class 'Item' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=10)","Design","DataClass"
"191","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/TornaApi.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"192","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/TornaApi.java","3","28","DataClass: The class 'TornaApi' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=10, WMC=10)","Design","DataClass"
"193","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/TornaApi.java","3","30","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"194","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/TornaDic.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"195","com.ly.doc.model.torna","src/main/java/com/ly/doc/model/torna/TornaRequestInfo.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"196","com.ly.doc.template","src/main/java/com/ly/doc/template/IBaseDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"197","com.ly.doc.template","src/main/java/com/ly/doc/template/IDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"198","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"199","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","54","ExcessiveClassLength: Avoid really long classes.","Design","ExcessiveClassLength"
"200","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","295","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"201","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","483","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"202","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","593","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"203","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","594","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"204","com.ly.doc.template","src/main/java/com/ly/doc/template/IRestDocTemplate.java","3","769","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"205","com.ly.doc.template","src/main/java/com/ly/doc/template/IRpcDocTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"206","com.ly.doc.template","src/main/java/com/ly/doc/template/JaxrsDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"207","com.ly.doc.template","src/main/java/com/ly/doc/template/JaxrsDocBuildTemplate.java","3","56","GodClass: Possible God Class (WMC=105, ATFD=300, TCC=1.818%)","Design","GodClass"
"208","com.ly.doc.template","src/main/java/com/ly/doc/template/JaxrsDocBuildTemplate.java","3","121","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"209","com.ly.doc.template","src/main/java/com/ly/doc/template/JaxrsDocBuildTemplate.java","3","320","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"210","com.ly.doc.template","src/main/java/com/ly/doc/template/JaxrsDocBuildTemplate.java","3","540","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"211","com.ly.doc.template","src/main/java/com/ly/doc/template/RpcDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"212","com.ly.doc.template","src/main/java/com/ly/doc/template/RpcDocBuildTemplate.java","3","48","GodClass: Possible God Class (WMC=63, ATFD=113, TCC=0.000%)","Design","GodClass"
"213","com.ly.doc.template","src/main/java/com/ly/doc/template/SolonDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"214","com.ly.doc.template","src/main/java/com/ly/doc/template/SolonDocBuildTemplate.java","3","143","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"215","com.ly.doc.template","src/main/java/com/ly/doc/template/SpringBootDocBuildTemplate.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"216","com.ly.doc.template","src/main/java/com/ly/doc/template/SpringBootDocBuildTemplate.java","3","69","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"217","com.ly.doc.utils","src/main/java/com/ly/doc/utils/ApiParamTreeUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"218","com.ly.doc.utils","src/main/java/com/ly/doc/utils/ApiParamTreeUtil.java","3","90","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"219","com.ly.doc.utils","src/main/java/com/ly/doc/utils/BeetlTemplateUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"220","com.ly.doc.utils","src/main/java/com/ly/doc/utils/CurlUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"221","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocClassUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"222","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocClassUtil.java","3","40","GodClass: Possible God Class (WMC=114, ATFD=10, TCC=0.000%)","Design","GodClass"
"223","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocClassUtil.java","3","116","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"224","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocPathUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"225","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocPathUtil.java","3","71","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"226","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocPathUtil.java","3","72","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"227","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUrlUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"228","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"229","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","51","ExcessiveClassLength: Avoid really long classes.","Design","ExcessiveClassLength"
"230","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","51","GodClass: Possible God Class (WMC=289, ATFD=92, TCC=0.122%)","Design","GodClass"
"231","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","256","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"232","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","334","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"233","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","343","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"234","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","830","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"235","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","831","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"236","com.ly.doc.utils","src/main/java/com/ly/doc/utils/DocUtil.java","3","1180","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"237","com.ly.doc.utils","src/main/java/com/ly/doc/utils/Iterables.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"238","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"239","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassUtil.java","3","54","GodClass: Possible God Class (WMC=182, ATFD=198, TCC=0.000%)","Design","GodClass"
"240","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassUtil.java","3","84","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"241","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassUtil.java","3","93","ExcessiveMethodLength: Avoid really long methods.","Design","ExcessiveMethodLength"
"242","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassUtil.java","3","394","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"243","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaClassValidateUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"244","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JavaFieldUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"245","com.ly.doc.utils","src/main/java/com/ly/doc/utils/JsonUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"246","com.ly.doc.utils","src/main/java/com/ly/doc/utils/OpenApiSchemaUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"247","com.ly.doc.utils","src/main/java/com/ly/doc/utils/TornaUtil.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"248","com.ly.doc.utils","src/main/java/com/ly/doc/utils/TornaUtil.java","3","58","GodClass: Possible God Class (WMC=64, ATFD=155, TCC=0.000%)","Design","GodClass"
